Chapter,Media Link,Media Credit,Media Credit Link,Description,Zoom,Marker,Marker Color,Location,Latitude,Longitude,Overlay,Overlay Transparency,GeoJSON Overlay,GeoJSON Feature Properties
Kuah Beulangong,media/acehbesar/beulangong.PNG,Screenshot of linked Google Maps,https://goo.gl/maps/fffgiM75beAa6qUZ9,"Kuah Beulangong (Kuah Rayeuk) atau gulai kambing merupakan salah satu kelengkapan lauk pauk utama yang harus disajikan pada kenduri apapun, seperti acara perkawinan, maulid Nabi, dan sebagainya. Kuah beulangong ini adalah makanan khas Aceh besar yang digemari masyarakat Aceh bahkan dari luar Aceh. Di daerah tertentu di Aceh besar kadang-kadang sebagai lauknya hanya disajikan kuah beulangong saja sudah memadai yang penting daging kambing atau daging sapi yang dicampur didalamnya cukup banyak, khusus pada acara maulid Nabi. Kuah beulangong ini dimasak bersama-sama oleh orang tua dan remaja dimeunasah dan bila sudah dimasak dibagi-bagikan kepada masyarakat, diikuti dengan kenduri anak yatim beserta masyarakat dikampung lain disekitarnya. Biasanya setelah kenduri diiringi dengan shalawat dan tausiah. hal ini menjadi ajang silaturahmi yang luar biasa. Disebut beulangong, karena masakan tersebut dimasak dalam kuali besar. Memasak kuah belangong di Aceh Besar sudah menjadi tradisi dan hal tersebut berlangsung turun-temurun dari warisan kesultanan di Aceh. <br><br>Adapun bahan yang digunakan adalah, 400 gr daging sapi, 250 gr tulang sapi, 400 gr nangka muda dan air secukupnya. <br>Untuk bumbu halusnya, 3 siung bawang putih, 2 cm jahe, 2 buah cabe merah, 5 buah cabe rawit (sesuai selera). <br>Serta untuk bumbu pelengkapnya ialah, 6 sdm kelapa sangrai yang dihaluskan, 4 sdm kelapa parut haluskan, 10 siung bawang merah dirajang, 1 tangkai daun temurui, 2 batang sereh dimemarkan, 2 sdm ketumbar bubuk, 1 sdm cabe bubuk, 1 sdt kunyit bubuk, 3 lembar daun salam dan garam secukupnya. <br><br>Adapun cara pembuatannya adalah sebagai berikut: <br>1. Siapkan daging kambing atau daging sapi, selanjutnya di potong dengan ukuran kecil-kecil berbentuk persegi. <br>2. Setelah itu, daging-daging itu dimasak terlebih dulu. Sambil menunggu daging masak, siapkan bumbu pelengkap. <br>3. Masukan semua rempah dan bumbu halus, aduk rata. <br>4. Untuk menambahkan cita rasa, boleh menambahkan potongan nangka ataupun pisang kepok muda. <br>5. Selanjutnya kelapa yang sudah dihaluskan di tambahkan air secukupnya bila dagingnya sudah meresap tambahkan nangka yang sudah dipotong-potong tadi dan dimasak sampai matang dan siap disajikan. <br><br>Kuah beulangong ini membutuhkan waktu selama 3 jam untuk menyajikan masakan yang sedap. Biasanya makanan ini dimasak dipekarangan atau dibawah pohon untuk mengantisipasi cuaca panas, serta tiap kuali ada dua orang petugas yang mengaduknya. <br>Kuah Beulangong ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/QdQTsDGkqkuPoikE8' target='_blank'>Beulangong Raja Resto & Garden</a> di Jl. Meulaboh - Banda Aceh No. KM 12, Desa Keude Bieng, Kecamatan Lhoknga, Kabupaten Aceh Besar, Aceh, Indonesia.",16,Plain,red,"Jl. Meulaboh - Banda Aceh No. KM 12, Desa Keude Bieng, Kecamatan Lhoknga, Kabupaten Aceh Besar, Aceh, Indonesia.","5,48399301","95,2546481",,,,
Ie Bu Peudah,media/acehbesar/peudah.png,Source: Kikomunal (2022),https://kikomunal-indonesia.dgip.go.id/jenis/2/pengetahuan-tradisional/29291/ie-bu-peudah,"Ie Bu Peudah merupakan salah satu makanan tradisional khas Kabupaten Aceh Besar. Ie berarti air, Bu berarti nasi dan Peudah berarti pedas. Jadi ie bu peudah adalah bubur warisan Kesultanan Aceh Darussalam dan menjadi tradisi turun-temurun yang rutin dijadikan kegiatan memasak saat bulan Ramadhan. Makanan ini kaya akan rempah-rempah dan dedaunan herbal yang memiliki khasiat tertentu. Berbeda dengan bubur pada umumnya, ie bu peudah tidak menggunakan potongan ayam ataupun udang seperti bubur kanji, melainkan diisi dengan 44 macam daun herbal dan 16 rempah yang mengalami proses penjemuran, sangrai dan penggilingan. Proses pengolahan bubur khas ini disebut woet yang berarti memasak atau mengaduk. <br><br>Adapun dedaunan herbal yang diperlukan antara lain, daun tahe peuha, daun nekuet, daun teumpheng, daun saga, daun simirah, daun kedondong, daun sinana, daun mengkudu, daun jambang, dan temurui, daun jeruk nipis, daun mireuk, daun jeruk purut, daun kunyit, daun melinjo, daun cengkeh, daun seumalu bate, daun sukun, daun pandan, daun tapakleman, daun peugaga, daun salam, daun dan bunga pepaya, daun ubi, daun capa, daun manekmanong, daun delima, daun leumak, daun minyeuk, daun srapat dan daun beukah cawan. <br>Serta bahan dan rempah yang diperlukan antara lain, beras, pisang, ketela, ubi, kelapa setengah matang, kacang hijau, jagung, kunyit, pala, sereh, kecombrang, lada hitam, lada putih, bunga lawang, jahe, ketumbar dan bawang putih secukupnya. <br><br>Adapun cara pembuatannya adalah sebagai berikut: <br>1. Semua bahan dedaunan terlebih dahulu dijemur dalam jangka beberapa hari agar semua bahan kering merata. Setelah 4 hari, sangrai dedaunan, lalu dihaluskan bersama beras. <br>2. Siapkan belanga yang sudah dipanaskan diatas bara api kayu. Masukkan air secukupnya. <br>3. Masukan kelapa dan bahan yang dihaluskan tadi. <br>4. Masukkan umbi-umbian dan kacang-kacangan, kemudian masukkan garam dan rempah lainnya. Aduk rata. <br>5. Aduk selama lebih kurang 2 jam agar semua bumbu meresap. Jika bubur sudah berubah warna menjadi kecokelatan, maka ie bu peudah siap disajikan. <br><br>Selain dijual di pasar, warga di setiap Meunasah di Aceh Besar rutin bersama-sama mengolah masakan ini. Ie Bu Peudah ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/8R8e22xyM4xhnn6D6' target='_blank'>Meunasah Bueng Bakjok</a> di Desa Bueng Bakjok, Kecamatan Kuta Baro, Kabupaten Aceh Besar, Aceh, Indonesia.",16,Plain,red,"Desa Bueng Bakjok, Kecamatan Kuta Baro, Kabupaten Aceh Besar, Aceh, Indonesia.","5,52745546","95,411791",,,,
Kuah Sie Itek,media/acehbesar/sieitek.PNG,Screenshot of linked Google Maps,https://goo.gl/maps/Hnz3JoCX79fdVURt6,"Kuah Sie Itek disajikan pada acara-acara kenduri dan menjadi salah satu jenis hidangan dalam menu sehari-hari. untuk menghidangkannya, olahan bebek harus dibaluri dengan 20 rempah khas Aceh. Aceh Besar menyajikan varian sie itek masak mirah yang menggunakan cabai sebagai bahan utamanya. <br><br>Adapun bahan-bahan yang diperlukan untuk membuat hidangan ini ialah, 1 ekor itek, 4 sdm minyak sayur, 2 sdm air jeruk nipis, 1 liter santan, 2 tangkai daun temurui, 2 helai daun pandan dan 2 buah kentang dipotong menjadi 4 bagian. <br>Bahan-bahan untuk bumbu tumis adalah sebagai berikut, 4 buah bawang merah, 2 siung bawang putih, 2 ruas jari lengkuas geprek, 1 batang sereh geprek, 2 buah kapulaga, 2 buah bunga lawang dan 2 sdm cabe bubuk. <br>Serta untuk bumbu halus diperlukan bahan-bahan berikut ini, 8 buah cabe merah, 7 buah bawang merah, 3 siung bawang putih, 1 ruas jari kunyit, 1 ruas jari jahe, 2 buah bunga lawang, 2 buah kapulaga, 3 biji kemiri, 1 buah biji ketapang keling (bida diganti dengan 8 biji kacang tanah), 1 biji buah pala, 2 sdm ketumbar bubuk, 1 sdm jintan bubuk, 2 biji cengkeh, 1 sdt lada bubuk, 1 sdm kelapa gongseng halus dan garam secukupnya. <br><br>Adapun cara membuatnya ialah sebagai berikut: <br>1. Cuci bebek dan potong – potong menjadi 8 bagian. Kemudian bebek yang sudah bersih dipanggang sedikit agar lemaknya keluar. Angkat dan ikat potongan bebek dengan daun pandan. <br>2. Rajang halus semua bahan tumis dan haluskan semua bahan untuk bumbu halus. Tumis dahulu bahan tumis hingga lalu lalu masukkan bumbu halus dan ditumis hingga harum. <br>3. Masukkan potongan itek, kelapa sangari dan perasan jeruk nipis, aduk hingga merata. <br>4. Masukkan santan, aduk dan diamkan selama 15 menit agar bumbu meresap. Tunggu hingga mendidih. <br>5. Masukkan daun temurui. Masak dengan api kecil sampai matang dan dagingnya empuk. Sajikan. <br><br>Kuliner ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/B9fKLojcuTS43A3t5' target='_blank'>Bebek Kuntilanak Pak Nasir</a> di Desa Turam, Kecamatan Darul Kamal, Kabupaten Aceh Besar, Aceh, Indonesia.",16,Plain,red,"Desa Turam, Kecamatan Darul Kamal, Kabupaten Aceh Besar, Aceh, Indonesia.","5,48293944","95,3352443",,,,
Kuah Asam Keueng,media/acehbesar/asamkeueng.PNG,Screenshot of linked Google Maps,https://goo.gl/maps/tzQpiv72A666VLUaA,"Kuah Asam Keueng merupakan salah satu masakan khas Kota Banda Aceh. Kuah asam keueng ini adalah masakan ikan biasanya ikan tongkol, udang, ikan tongkol atau yang lainnya biasanya orang Aceh dimasak dengan rasa asam pedas. Asam yang digunakan adalah asam sunti, yaitu asam yang dibuat dari buah belimbing wuluh yang sudah dikeringkan. Makanan ini sering disajikan menjadi menu sehari-hari dan memiliki rasa yang khas. <br><br>Adapun bahan utama yang perlu disiapkan adalah, ½ kg ikan tongkol merah, 2 buah air jeruk nipis, 3 buah cabe hijau dipatah-patahkan, daun temurui, kunyit bubuk dan garam secukupnya. <br>Serta bahan untuk bumbu halus yang perlu disiapkan adalah, 2 siung bawang merah, 1 siung bawang putih, 10 buah cabe rawit, 2 buah cabe merah, 1 sdt ketumbar, ½ sdt merica dan 5 buah asam sunti. <br><br>Adapun cara pengolahannya adalah sebagai berikut: <br>1. Pertama cuci bersih ikannya, kemudian lumuri dengan sejumput garam dan tambahkan perasan air jeruk, lalu diamkan selama beberapa menit. <br>2. Haluskan semua bahan bumbu halus dan tumis hingga harum. <br>3. Masukkan ikan dan daun tumurui, aduk rata. <br>3. Tambahkan sedikit air, masukkan cabe hijau dan kunyit bubuk. <br>4. Masak hingga mendidih lalu tambahkan garam dan koreksi rasa. <br>5. Jika sudah matang, sajikan dengan nasi putih. <br><br>Kuah Asam Keueng bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/8kyB9PtFZXnQHnyr9' target='_blank'>Warung Nasi Hasan 2</a> di Jl. Dr. T. Muhammad Hasan, Desa Lampeuneurut Gampong, Kecamatan Darul Imarah, Kabupaten Aceh Besar, Aceh, Indonesia.",16,Plain,red,"Jl. Dr. T. Muhammad Hasan, Desa Lampeuneurut Gampong, Kecamatan Darul Imarah, Kabupaten Aceh Besar, Aceh, Indonesia.","5,5204515","95,330524",,,,
Sambal Ganja,media/acehbesar/sambalganja.PNG,Screenshot of linked Google Maps,https://goo.gl/maps/VJDZ8cg1p6xXewYVA,"Sambal Ganja merupakan olahan pelengkap lauk khas Aceh, salah satunya Aceh Besar. Kuliner ini bukanlah makanan haram yang memakai tanaman terlarang itu, hanya saja namanya yang unik dan rasa asam pedas yang khas. Sambal khas Aceh ini mempunyai nama asli asam udeung. Asam udeung adalah sambal mentah yang berbahan dasar daging udang dengan belimbing wuluh. <br><br>Adapun bahan yang diperlukan antara lain, 50 gr udang rebus, 5 buah cabe rawit, 3 siung bawang merah, 3 lembar daun jeruk diiris, 1 batang sereh diiris, 5 buah belimbing wuluh dan ½ sdt garam. <br><br>Adapun cara pengolahannya yaitu: Semua bahan dicampurkan dan dihaluskan menggunakan ulekkan. Koreksi rasa, sajikan dengan nasi panas dan lauk lainnya. <br><br>Sambal Ganja ini bisa ditemukan di salah satu tempat seperti di setiap rumah makan khas Aceh, salah satunya di <a href='https://goo.gl/maps/8kyB9PtFZXnQHnyr9' target='_blank'>Warung Nasi Hasan 2</a> di Jl. Dr. T. Muhammad Hasan, Desa Lampeuneurut Gampong, Kecamatan Darul Imarah, Kabupaten Aceh Besar, Aceh, Indonesia.",16,Plain,red,"Jl. Dr. T. Muhammad Hasan, Desa Lampeuneurut Gampong, Kecamatan Darul Imarah, Kabupaten Aceh Besar, Aceh, Indonesia.","5,5204515","95,330524",,,,
Rujak U Groh,media/acehbesar/ugroh.PNG,Screenshot of linked Google Maps,https://goo.gl/maps/P9m1tkf3nKvhDrpX6,"Rujak U Groh atau rujak batok kelapa merupakan panganan khas Indrapuri, Aceh Besar. Selain bahan bakunya yang unik, rujak ini bercita rasa manis, pedas dan kelat. Kudapan sore ini diramu dengan bumbu khusus antara batok kelapa dan umbut pucuk kelapa. Tiap satu pucuk kelapa dan batok kelapa muda, hanya bisa menghasilkan 15 sampai 20 porsi. Sehingga para pedagang rujak ini terkadang tidak berjualan setiap harinya, karena kesulitan untuk mendapatkan bahan baku tersebut. <br><br>Adapun bahan utamanya ialah, batok kelapa muda, umbut pucuk kelapa, garam, cabe merah atau cabe rawit, gula merah, kacang tanah gongseng dan perasan jeruk nipis. <br><br>Adapun cara membuatnya adalah sebagai berikut: <br>1. Ambil bagian inti dari pucuk kelapa, cuci bersih dan tiriskan. Kemudian potong menjadi kecil-kecil. <br>2. Kelapa muda dikupas dan dipisahkan dari tempurung yang masih lunak dengan kulit dan airnya, cuci bersih dan tiriskan. Kemudian potong menjadi kecil-kecil. <br>3. Haluskan gula merah, cabe, kacang tanah gongseng dan garam. <br>4. Semua bahan dicampurkan dan diaduk rata. <br>5. Sajikan dengan sedikit perasan jeruk nipis. <br><br>Rujak U Groh ini bisa ditemukan di salah satu tempat seperti di pinggiran jalan lintas Nasional, Indrapuri, Aceh Besar tepatnya di Kilomenter 23,5. Atau bisa langsung kunjungi <a href='https://goo.gl/maps/45Zax4EhZ8aG7M5L8' target='_blank'>Warung U Groh Mandiri</a> di Desa Lam Ilie Mesjid, Kecamatan Indrapuri, Kabupaten Aceh Besar, Aceh, Indonesia.",16,Plain,purple,"Desa Lam Ilie Mesjid, Kecamatan Indrapuri, Kabupaten Aceh Besar, Aceh, Indonesia.","5,42304913","95,431368",,,,
Bhoi,media/acehbesar/bhoi.PNG,Screenshot of linked Google Maps,https://goo.gl/maps/EfDDhPPEigW1E8GW6,"Bhoi merupakan kue tradisional khas Aceh yang sudah terkenal di Nusantara. Kue ini memiliki berbagai macam bentuk seperti, ikan bintang, bunga dan lain sebagainya. Kue ini biasa dijadikan bingkisan dalam seserahan acara adat perkawinan, jamuan di hari besar dan acara-acara lainnya untuk disajikan kepada tamu yang hadir. <br><br>Adapun bahan yang diperlukan antara lain, 150 gr tepung terigu, 150 gr gula pasir, 2 butir telur ayam, ¼ sdt soda kue bubuk, vanili, dan mentega secukupnya sebagai pengoles cetakan loyang. <br><br>Adapun cara pengolahannya yaitu: <br>1. Kocok gula, soda kue dengan telur sampai kembang. <br>2. Masukkan tepung secara bertahap sampai takaran tepung habis. <br>3. Aduk pelan-pelan menggunakan sendok dan memasukkan dalam cetakan bhoi yang sudah diolesi mentega. <br>4. Panggang selama kurang lebih 20 menit sampai adonan berwarna kuning keemasan. Pindahkan loyang ke bagian atas agar mendapat panas dan mengering atasnya. <br>5. Setelah kuning dan mengering keluarkan dari loyang, sajikan. <br><br>Kue Bhoi ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/Efv6WQjETnT7aPaE6' target='_blank'>Humairah Kue</a> di Jl. Meulaboh - Banda Aceh, Desa Lampisang, Kecamatan Peukan Bada, Kabupaten Aceh Besar, Aceh, Indonesia.",16,Plain,purple,"Jl. Meulaboh - Banda Aceh, Desa Lampisang, Kecamatan Peukan Bada, Kabupaten Aceh Besar, Aceh, Indonesia.","5,51573502","95,271748",,,,
Meuseukat,media/acehbesar/meuseukat.PNG,Screenshot of linked Google Maps,https://goo.gl/maps/Qe66xaBVHB14KU6H9,"Meuseukat merupakan salah satu kue tradisional Aceh, salah satunya Aceh Besar. Pada umumnya kue ini terdapat di semua daerah kabupaten yang rasanya di setiap daerah berbeda-beda. Meuseukat ini adalah kuliner tradisional yang termasuk kedalam kategori dodol degan cita rasa yang sangat kuat dan khas. Makanan ini terbuat dari tepung terigu dan campuran buah nenas. Tekstur dan rasanya yang legit membuat panganan ini sebagai maskot kue untuk hantaran dara baroe yakni, hantaran untuk pengantin perempuan. <br><br>Adapun bahan yang diperlukan antara lain, 250 gr tepung terigu, 200 gr gula pasir, 2 butir kuning telur, 1 buah nenas ukuran sedang, 1 buah perasan jeruk nipis, 75 gr mentega dan 300 ml air. <br><br>Adapun cara pengolahannya yaitu: <br>1. Kupas nenas, cuci bersih lalu parut atau blender hingga halus. Saring, ambil airnya, sisihkan. <br>2. Campur gula pasir dengan air di wajan, nyalakan api sedang. Sementara itu kocok kuning telur dalam satu wadah hingga agak pucat. Sisihkan terlebih dahulu. Setelah gula larut, masukkan nenas serta air jeruk nipis, aduk rata. <br>3. Masukkan tepung terigu, aduk rata, masukkan kocokan kuning telur, aduk cepat. Gunakan api kecil saja. <br>4. Setelah rata masukkan mentega lalu aduk terus hingga matang. <br>5. Setelah dodol tidak lengket di wajan dan juga tidak lengket di tangan, tandanya sudah matang. <br>6. Siapkan wadah, alasi dengan plastik lalu tuang dodol, sisakan sebagian untuk hiasan, ratakan. Untuk membuat bunga, ambil sedikit adonan, bentuk bulat, lalu tekan sedikit hingga pipih dengan ujung jari gulung seperti gambar dua, lalu ambil lagi sedikit seperti gambar pertama, pipihkan, lekatkan pada bagian yang dibuat pertama dengan arah melingkar, begitu seterusnya hingga menjadi bunga. Untuk membentuk daun, ambil sebagian kecil adonan, bentuk seperti daun pipih, letakkan pada dasar dodol lalu gunakan pinset atau tusuk gigi untuk membuat guratan. <br>7. Tata sedemikian rupa hingga selesai. <br><br>Meuseukat ini jarang bisa ditemukan di salah satu tempat seperti di pasar-pasar tradisional. Pembeli harus memesan terlebih dahulu karena kue ini hanya dihadirkan pada hari-hari tertentu. Meuseukat ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/67N7gohBhRR56PfQ8' target='_blank'>Kue Khas Adat Aceh Kak Ton</a> di Desa Lamteungoh, Kecamatan Ingin Jaya, Kabupaten Aceh Besar, Aceh, Indonesia.",16,Plain,purple,"Desa Lamteungoh, Kecamatan Ingin Jaya, Kabupaten Aceh Besar, Aceh, Indonesia.","5,49672815","95,3694146",,,,
Bu Leukat Asoekaya Peungat,media/acehbesar/leukatpeungatasoekaya.PNG,Source: Ensiklopedia Kuliner (2019),https://ensiklopedikuliner.pmb.brin.go.id/ensiklopedi/detail/11142,"Bu Leukat merupakan makanan yang terbuat dari ketan yang dimakan dengan Kuwah Peungat atau sering disebut kuah tuhe yang berbentuk seperti kolak pisang dengan nangka, serta asoekaya yang berbentuk seperti tart sebagai pelengkapnya. Bu Leukat Asoekaya Peungat ini hadir pada setiap perhelatan, bahkan menjadi penghulu (pemuka) hidangan. Beberapa kegiatan yang tidak boleh tak disediakan bu leukat asokaya peungat misalnya, hidangan kenduri maulid Nabi, jamuan untuk rombongan besan (baik pada acara Tueng Linto maupun Tueng Dara Baro, dan sebagainya), hantaran takjil untuk mertua pada bulan Ramadhan dan lain-lain. <br><br>Dalam masakan ini terdapat 3 jenis masakan dan 3 cara pengolahan yang berbeda, yaitu: <br>1. Pembuatan Bu Leukat: Agar bu leukat menjadi empuk saat matang, terlebih dahulu beras ketan direndam dalam air selama 40 menit – 1 jam, sebelum dimasak. Tambahkan daun pandan pada beras ketan saat mengukusnya, agar bu leukat beraroma harum. Kukus beras ketan selama 15 menit, lalu angkat. Panaskan santan, daun pandan dan garam secukupnya, masak secara terpisah hingga mendidih. Tuangkan santan secukupnya ke dalam beras ketan. Aduk hingga santan terserap, lalu kukus lagi hingga matang. <br>2. Pembuatan Kuwah Peungat: Masak santan dengan daun pandan sebagai aroma di api sedang. Setelah santan cukup panas, kemudian tambahkan ketela dan pisang. Selama proses memasak kuah ini, aduk terus agar santan tidak pecah. Saat hampir setengah matang, masukan potongan nangka. Alasan kenapa nangka tidak dimasukkan sejak awal adalah agar teksturnya tidak rusak, sebab tekstur nangka lembek dan mudah matang. <br>3. Pembuatan Asoekaya: Kocok telur dan gula hingga membentuk gumpalan busa. Setelah gula dan telur menyatu, kemudian tambahkan santan. tambahkan sedikit vanili atau daun sereh saat mengocok adonan untuk menghilangkan bau amis dari telur. Setelah adonan siap, kemudian dikukus dalam loyang yang telah dipanaskan di dalam dandang. Saat setengah matang, tambahkan potongan daun pandan atau potongan nangka sebagai hiasan pada permukaannya untuk memperindah penampilan. Masak sampai permukaan dan tepi adonan pada loyang memadat dan terangkat. <br>4. Bu Leukat Asoekaya Peungat: Sajikan potongan bu leukat dan potongan asoekaya dengan disirami kuah peungat. <br><br>Bu Leukat Asoekaya Peungat ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/43UuA59hFTPM6SbH9' target='_blank'>Usaha Kue Khas Aceh Cut Anyak Empetrieng</a> di Desa Empee Trieng, Kecamatan Darul Kamal, Kabupaten Aceh Besar, Aceh, Indonesia.",16,Plain,purple,"Desa Empee Trieng, Kecamatan Darul Kamal, Kabupaten Aceh Besar, Aceh, Indonesia.","5,47382756","95,3435644",,,,
Kota Banda Aceh,,,,"Kota Banda Aceh merupakan kota madya dan ibukota dari Provinsi Aceh. Sebagai pusat pemerintahan, Kota Banda Aceh menjadi pusat kegiatan ekonomi, politik, sosial dan budaya. Kota Banda Aceh juga merupakan kota Islam yang paling tua di Asia Tenggara dan merupakan salah satu dari lima Kerajaan Islam terbesar di dunia menyimpan berbagai situs peninggalan sejarah dari berbagai masa. Sebagai pusat pariwisata, Kota Banda Aceh memiliki berbagai macam kuliner tradisional yang bisa dinikmati. <br><br>Berikut ini ditampilkan kuliner tradisional khas Kota Banda Aceh.",13,Hidden,,Kota Banda Aceh,"5,55324156","95,3237235",,,,
Sup Sumsum,media/bandaaceh/sumsum.PNG,Screenshot of linked Google Maps,https://goo.gl/maps/fPDg3oPHy6NXKy8H7,"Sup Sum-Sum merupakan salah satu makanan khas Kota Banda Aceh. Makanan ini terbuat dari iga-iga ataupun tulang dari kaki sapi. Ramuan bumbu dari rempah-rempah nusantara jadi ciri khas cita rasa sup ini. <br><br>Adapun bahan yang perlu disiapkan adalah, 3 buah tulang kaki sapi, 4 siung bawang putih dimemarkan, 3 cm jahe digeprek, ½ buah pala parut, 5 buah cengkeh, 2 cm kayu manis, 3 buah bunga lawang, ¼ sdt merica, 1 sdm garam, 2 buah wortel dipotong dadu, 5 buah kentang dipotong dadu, 1 genggam kembang kol dipotong-potong, 3 batang daun bawang potong diiris, 3 batang seledri diiris, 1 tomat tomat dan bawang goreng. <br><br>Adapun cara pengolahannya yaitu: <br>1. Untuk memberikan cita rasa yang nikmat, biasanya kaki sapi dibakar terlebih dahulu untuk mencabut atau menghilangkan bulu-bulu kecil yang sedikit tertinggal di kulit kaki sapi. <br>2. Rebus air sampai mendidih. Beri bumbu merica, garam, bawang putih, jahe, pala, cengkeh dan bunga lawang. <br>3. Masukkan kaki sapi beserta iganya. Rebus sampai mengeluarkan kaldu dan masak selama 1 jam. <br>4. Setelah otot-otot tulang kaki sapi lunak, masukkan potongan wortel, kentang dan bunga kol. Masak sampai mendidih kembali. <br>5. Jika sayuran sudah dirasa matang. Masukkan potongan daun bawang, seledri dan tomat. <br>6. Aduk selama 3-5 menit. Sajikan dengan taburan bawang goreng. <br><br>Sup Sum-Sum ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/Gxkbjy7njpp8hF5T9' target='_blank'>RM. Soup Sumsum Kutaraja</a> di Jl. Tunguk Imum Lung Bata, Desa Lueng Bata, Kecamatan Lueng Bata, Kota Banda Aceh, Aceh, Indonesia.",16,Plain,red,"Jl. Tunguk Imum Lung Bata, Desa Lueng Bata, Kecamatan Lueng Bata, Kota Banda Aceh, Aceh, Indonesia.","5,54379946","95,3362056",,,,
Eungkot Keumamah,media/bandaaceh/keumamah.png,Source: Travel Ling (2019),https://www.travellinkinfo.com/2019/09/kuliner-banda-aceh-dan-sekitarnya.html,"Eungkot Keumamah merupakan salah satu makanan khas Kota Banda Aceh. Eungkot keumamah merupakan makanan yang berbahan dasar ikan tongkol. Proses memasak makanan ini melibatkan perebusan, pengasapan dan penjemuran agar tekstur ikan tongkol keras seperti kayu. Hal ini menjadikan masakan tersebut awet, tahan lama, dan tidak gampang basi. Kuliner legendaris ini sangat digemari oleh para pejuang dahulu untuk melawan penjajah, dikarenakan olahan ini bisa bertahan lama guna memenuhi kebutuhan gizi pejuang kala itu. Memiliki rasa yang gurih dan pedas menjadikan kuliner ini sangat disukai dari berbagai kalangan. <br><br>Adapun bahan-bahan yang diperlukan untuk membuat hidangan ini adalah sebagai berikut, 1 ons ikan tongkol, 5 buah cabe merah, 8 biji cabe rawit, 4 siung bawang putih, 8 siung bawang merah, 10 biji asam sunti, 1 ruas jari jahe, 2 tangkai daun temurui dan garam secukupnya. <br><br>Pengolahannya sangat mudah, berikut langkah-langkahnya: <br>1. Rendam ikan tongkol dengan air panas selama 10 menit, tiriskan. Kemudian suir-suir halus. <br>2. Haluskan buah cabe merah, 8 biji cabe rawit, 4 siung bawang putih, 8 siung bawang merah, 10 biji asam sunti dan 1 ruas jari jahe. <br>3. Panaskan minya, kemudian tumis bumbu yang sudah dihaluskan hingga harum. <br>4. Masukkan ikan dan daun temurui, aduk. <br>5. Tambahkan sedikit air, aduk hingga menyusut dan bumbu meresap. Sajikan. <br><br>Olahan ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/ZcLGqxmaho3oKyfa9' target='_blank'>RM. Spesifik Aceh</a> di Desa Ulee Lheue, Kecamatan Meuraxa, Kota Banda Aceh, Aceh, Indonesia.",16,Plain,red,"Desa Ulee Lheue, Kecamatan Meuraxa, Kota Banda Aceh, Aceh, Indonesia.","5,55582886","95,2849007",,,,
Ayam Tangkap,media/bandaaceh/ayamtangkap.PNG,Screenshot of linked Google Maps,https://goo.gl/maps/MuckX5QdCyVPcrJD7,"Ayam Tangkap merupakan makan khas Aceh, salah satunya Kota Banda Aceh. Nama ayam tangkap ini memiliki filosofi yaitu, ayam kampung yang ditangkap kemudian dimasak dan dihidangkan dengan tampilan ayam yang tersembunyi dibalik rempah-rempah. Masakan ini terdiri dari ayam yang digoreng bersama dengan dedaunan dan bumbu rempah lainnya. Dedaunan yang digunakan ialah dedaunan herbal seperti daun temurui, daun salam dan daun pandan. Tidak hanya menjadi pemanis sajian, masyarakat Aceh biasa memakan dedaunan tersebut. <br><br>Adapun bahan utama yang perlu disiapkan adalah, 750 gr ayam, 50 gr cabe hijau, 3 lembar daun salam, 3 lembar daun pandan, 20 lembar daun temurui, 1 sdm garam, 1 sdt merica dan air secukupnya. <br>Serta bahan untuk bumbu halus yang perlu disiapkan adalah, 6 siung bawang putih, 120 gr lengkuas dan 2 sdt ketumbar bubuk. <br><br>Adapun cara pengolahannya adalah sebagai berikut: <br>1. Masukkan ayam bersama bumbu halus kedalam panci. Tuangkan air hingga merendam seluruh bagian ayam. Masak hingga air menyusut. Proses ini disebut mengungkep. <br>2. Setelah selesai, goreng ayam beserta bumbu ungkepnya. <br>3. Ketika ayam sudah terlihat agak kecokelatan atau setengah matang, masukkan daun pandan, daun temurui, daun salam dan cabe hijau yang sudah dipotong-potong. <br>4. Masak terus hingga ayam berwarna cokelat gelap dan dedaunan menjadi kering. Angkat dan tiriskan. <br>5. Sajikan ayam tangkap dengan nasi panas. <br><br>Ayam tangkap ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/86XNi3hAJcFJ8n5r8' target='_blank'>RM. Aceh Spesifik</a> di Jl. T. Hasan Dek, Desa Kuta Alam, Kecamatan Kuta Alam, Kota Banda Aceh, Aceh, Indonesia.",16,Plain,red,"Jl. T. Hasan Dek, Desa Kuta Alam, Kecamatan Kuta Alam, Kota Banda Aceh, Aceh, Indonesia.","5,55725311","95,3301899",,,,
